class_id,course_code,professor,day,time
41868,MAT 200,Judit Kardos,Tues Fri,11:00
41878,MAT 200,Susan Schmoyer,Mon Thurs ,09:30
41887,MAT 200,Susan Schmoyer,Mon Thurs ,11:00
41869,MAT 205,Cynthia Curtis-Budka,Mon Thurs ,11:00
41870,MAT 205,William Franczak,Tues Fri,08:00
41884,MAT 205,William Franczak,Tues Fri,09:30
41871,MAT 229,Andrew Clifford,Tues Fri,11:00
41872,MAT 229,Qifu Zheng,Mon Thurs ,08:00
41873,MAT 229,Qifu Zheng,Mon Thurs ,09:30
41880,MAT 229,Qifu Zheng,Mon Thurs ,12:30
41882,MAT 229,Edward Voskanian,Tues Fri,08:00
41890,MAT 229,Edward Voskanian,Tues Fri,09:30
41896,MAT 229,Edward Voskanian,Tues Fri,14:00
41899,MAT 255,David Reimer,Mon Thurs ,14:00
41900,MAT 255,David Reimer,Mon Thurs ,15:30
42345,MAT 265,Neal Horrell,Mon Wed ,18:00
42816,MAT 275,Karen Clark,Tues ,14:00
42817,MAT 275,Karen Clark,Fri,14:00
42346,MAT 301,Thomas Hagedorn,Mon Thurs ,09:30
42347,MAT 301,Thomas Hagedorn,Mon Thurs ,12:30
42348,MAT 305,Steffen Marcus,Tues Fri,15:30
42349,MAT 310,Judit Kardos,Tues Fri,14:00
42350,MAT 310,Judit Kardos,Tues Fri,15:30
42351,MAT 320,Aigli Papantonopoulou,Mon Thurs ,11:00
42352,MAT 326,Matthew Mizuhara,Mon Thurs ,12:30
42353,MAT 326,Matthew Mizuhara,Mon Thurs ,14:00
42354,MAT 331,Karen Clark,Tues Fri,11:00
42355,MAT 351,Cynthia Curtis-Budka,Mon Thurs ,12:30
42356,MAT 451,Steffen Marcus,Tues Fri,14:00
42357,MAT 498,Karen Clark,Tues Fri,09:30
42358,MAT 498,Andrew Clifford,Tues Fri,09:30
41852,MAT  95,Arun Mukherjee,Tues Fri,09:30
41635,MEC 251,Manish Paliwal,Mon Thurs ,08:00
41626,MEC 251,Joseph Strafaci,Tues Thurs ,17:30
41636,MEC 251,Joseph Strafaci,Tues Thurs ,19:00
41627,MEC 263,Hongxiang Cao,Mon ,12:30
41628,MEC 263,Bijan Sepahpour,Tues ,14:00
41638,MEC 263,Bijan Sepahpour,Thurs ,14:00
41633,MEC 343,Anthony Lau,Mon Thurs ,12:30
42951,MEC 343,Anthony Lau,Mon Thurs ,14:00
41634,MEC 343,Anthony Lau,Wed ,09:00
42952,MEC 343,Anthony Lau,Wed ,10:00
41639,MEC 361,Lisa Grega,Tues Fri,14:00
41647,MEC 361,Farzan Kazemi,Mon Wed ,17:30
42832,MEC 361,Farzan Kazemi,Mon Wed ,19:00
41629,MEC 363,Lisa Grega,Tues ,08:00
41632,MEC 363,Kunal Patel,Fri,15:30
41630,MEC 371,George Facas,Mon Thurs ,14:00
41640,MEC 371,George Facas,Mon Thurs ,12:30
42753,MEC 421,Bijan Sepahpour,Mon Thurs ,09:30
42754,MEC 421,Bijan Sepahpour,Wed ,16:00
42698,MEC 451,George Facas,Mon Thurs ,08:00
42699,MEC 451,George Facas,Wed ,08:00
41631,MEC 463,Yunfeng Wang,Mon ,11:00
41637,MEC 463,Yunfeng Wang,Thurs ,11:00
41645,MEC 483,Yunfeng Wang,Mon Thurs ,15:30
41646,MEC 483,Yunfeng Wang,Mon Thurs ,17:00
42700,MEC 496,Bijan Sepahpour,Wed ,10:00
40108,MGT 201,David Prensky,Mon ,08:00
40109,MGT 201,David Prensky,Mon ,09:30
40125,MGT 201,Carla Fallone,Thurs ,17:30
40110,MGT 201,James Requa,Tues Fri,12:30
40130,MGT 201,James Requa,Tues Fri,12:30
40148,MGT 201,Edward Kurocka,Mon Thurs ,11:00
40126,MGT 201,Edward Kurocka,Mon Thurs ,11:00
40138,MGT 235,Joseph Cerenzio,Mon ,17:30
40111,MGT 301,Brenda Ghitulescu,Mon Thurs ,12:30
40136,MGT 301,Brenda Ghitulescu,Mon Thurs ,11:00
40153,MGT 301,Edward Kurocka,Wed ,17:30
40127,MGT 310,Waheeda Lillevik,Mon Thurs ,08:00
40128,MGT 310,Waheeda Lillevik,Mon Thurs ,09:30
40112,MGT 320,Alberto Carbonilla,Tues Fri,08:00
40113,MGT 320,Alberto Carbonilla,Tues Fri,09:30
40135,MGT 320,Apryl Roach,Wed ,17:30
40224,MGT 345,Jeffrey Leventry,Wed ,17:30
40114,MGT 360,Karl Peterson,Tues Fri,13:30
40115,MGT 360,Karl Peterson,Tues Fri,15:30
40116,MGT 360,Shengbin Wang,Mon Thurs ,12:30
40137,MGT 360,Shengbin Wang,Mon Thurs ,15:30
40140,MGT 360,Edward Siecienski,Mon ,17:30
40145,MGT 370,Robert Roche,Thurs ,17:30
40152,MGT 370,Shengbin Wang,Tues ,17:30
40144,MGT 375,Kevin Michels,Tues Fri,11:00
40117,MGT 381,Carla Fallone,Mon Thurs ,11:00
40118,MGT 385,Kevin Michels,Tues Fri,14:00
40129,MGT 498,David Prensky,Mon Thurs ,14:00
40131,MGT 498,Jeffrey Leventry,Mon ,17:30
40143,MGT 498,Patrick Wheeler,Thurs ,17:30
42898,MGT 498,James Requa,Tues ,17:30
40119,MGT 499,Xu Han,Tues Fri,09:30
40120,MGT 499,Jinsil Kim,Mon Thurs ,08:00
40134,MGT 499,Jinsil Kim,Mon Thurs ,09:30
40121,MGT 499,Jinsil Kim,Mon Thurs ,11:00
40122,MGT 499,Martine Bertin-Peterson,Tues Fri,11:00
40123,MGT 499,Martine Bertin-Peterson,Tues Fri,13:30
40124,MGT 499,Xu Han,Tues Fri,08:00
40132,MGT 499,Stephan Henig,Tues ,17:30
40139,MGT 499,Joao Neves,Mon Thurs ,15:30
42187,MGT 499,Joao Neves,Wed ,17:30
40154,MKT 201,David Prensky,Thurs ,08:00
40155,MKT 201,David Prensky,Thurs ,09:30
40187,MKT 201,Carla Fallone,Thurs ,19:31
40162,MKT 201,Dawn Epstein,Mon Thurs ,11:00
40168,MKT 201,Dawn Epstein,Mon Thurs ,11:00
40235,MKT 201,Jean Brechman,Mon Thurs ,14:00
40236,MKT 201,Jean Brechman,Mon Thurs ,14:00
40186,MKT 201,Shawn Sheridan,Wed ,17:30
40167,MKT 201,Shawn Sheridan,Wed ,17:30
40156,MKT 300,John Mccarty,Mon Thurs ,15:30
40179,MKT 300,John Mccarty,Mon Wed ,17:30
40160,MKT 310,Louis Tucci,Mon Thurs ,11:00
40170,MKT 310,Louis Tucci,Mon Thurs ,12:30
40166,MKT 340,Jingyi Duan,Tues Fri,14:00
40180,MKT 340,Jingyi Duan,Tues Fri,15:30
40181,MKT 340,Edward Siecienski,Thurs ,17:30
40157,MKT 360,Elizabeth Markus,Mon ,17:30
40183,MKT 360,Laura Vogel,Tues ,14:00
40178,MKT 360,Catherine Feather,Wed ,17:30
40163,MKT 365,Karen Becker,Mon Thurs ,11:00
40164,MKT 365,Karen Becker,Mon Thurs ,12:30
40184,MKT 370,Jingyi Duan,Tues Fri,09:30
42585,MKT 370,Marc Monseau,Thurs ,17:30
40188,MKT 370,Eric John,Mon ,17:30
40159,MKT 371,Aniefre Inyang,Tues Fri,09:30
40172,MKT 371,Aniefre Inyang,Tues Fri,11:00
40158,MKT 380,Jean Brechman,Mon Thurs ,11:00
40169,MKT 380,Jean Brechman,Mon Thurs ,12:30
40171,MKT 450,Patrick Wheeler,Mon ,17:30
42456,MKT 450,Chris Mckenzie,Tues ,17:30
41905,MTT 202,Saundra Conte,Fri,08:00
41906,MTT 202,Barbara Braverman,Thurs ,08:00
41907,MTT 202,Jillian Bershtein,Mon ,08:00
41917,MTT 202,Judith Winogron,Fri,12:30
40323,NUR 110,Patricia Gellasch,Tues ,09:30
40276,NUR 200,Constance Kartoz,Mon ,13:00
40317,NUR 200,Constance Kartoz,Wed ,09:00
40307,NUR 202,Beth Young,Tues ,17:00
40325,NUR 202,Beth Young,Wed ,16:00
40329,NUR 210,Sharen Clugston,Wed ,17:00
40277,NUR 240,Sonji Brooks,Tues ,08:00
40277,NUR 240,Dolores Dzubaty,Tues ,08:00
40278,NUR 240,Dolores Dzubaty,Tues ,08:00
40278,NUR 240,Melissa Puschak,Tues ,08:00
40279,NUR 240,Dolores Dzubaty,Tues ,08:00
40279,NUR 240,Adrienne Probola,Tues ,08:00
40322,NUR 240,Dolores Dzubaty,Tues ,08:00
40322,NUR 240,Melissa Przemieniecki,Tues ,08:00
40280,NUR 240,Rahshida Atkins,Thurs ,08:00
40280,NUR 240,Dolores Dzubaty,Thurs ,08:00
40281,NUR 240,Bola Amon,Thurs ,08:00
40281,NUR 240,Dolores Dzubaty,Thurs ,08:00
40282,NUR 240,Dolores Dzubaty,Thurs ,08:00
40283,NUR 240,Dolores Dzubaty,Thurs ,08:00
40283,NUR 240,Chelsea Lebo,Thurs ,08:00
40357,NUR 300,Joshua Ardise,Mon ,17:00
40357,NUR 300,Sharon Byrne,Mon ,17:00
40314,NUR 328,Yolanda Nelson,Mon ,13:30
40331,NUR 328,Deirdre Jackson,Wed ,17:00
40378,NUR 328,Patricia Gellasch,Mon ,14:00
40292,NUR 340,Eileen Alexy,Wed ,08:30
40292,NUR 340,Sharon Byrne,Wed ,08:30
40293,NUR 340,Eileen Alexy,Tues ,07:00
40293,NUR 340,Constance Kartoz,Tues ,07:00
40294,NUR 340,Eileen Alexy,Tues ,07:00
40295,NUR 340,Eileen Alexy,Tues ,07:00
40295,NUR 340,Heather Heithoff,Tues ,07:00
40296,NUR 340,Eileen Alexy,Tues ,07:00
40296,NUR 340,Heather Heithoff,Tues ,07:00
40297,NUR 344,Tami Jakubowski,Wed ,10:00
40298,NUR 344,Tami Jakubowski,Thurs Fri,07:00
40298,NUR 344,Deborah King,Thurs Fri,07:00
40299,NUR 344,Margaret Estlow,Thurs Fri,07:00
40299,NUR 344,Tami Jakubowski,Thurs Fri,07:00
40300,NUR 344,Tami Jakubowski,Thurs Fri,07:00
40300,NUR 344,Joan Markison,Thurs Fri,07:00
40315,NUR 344,Tami Jakubowski,Thurs Fri,07:00
40301,NUR 440,Tracy Perron,Mon ,09:20
40302,NUR 440,Tracy Perron,Wed ,09:30
40365,NUR 440,Tracy Perron,Mon ,14:00
40303,NUR 444,Joanne Korba,Tues ,07:00
40303,NUR 444,Tracy Perron,Tues ,07:00
40304,NUR 444,Diana Garzio,Tues ,07:00
40304,NUR 444,Tracy Perron,Tues ,07:00
40319,NUR 444,Deborah Gash,Tues ,07:00
40319,NUR 444,Tracy Perron,Tues ,07:00
40305,NUR 444,Tracy Perron,Tues ,07:00
40305,NUR 444,Ellen Rudowski,Tues ,07:00
40306,NUR 444,Wendy Massaro-Johnson,Thurs ,07:00
40306,NUR 444,Tracy Perron,Thurs ,07:00
40321,NUR 444,Miriam Cohen,Thurs ,07:00
40321,NUR 444,Tracy Perron,Thurs ,07:00
40333,NUR 444,Tracy Perron,Thurs ,07:00
40333,NUR 444,Mary Thomas,Thurs ,07:00
40310,NUR 460,Katie Hooven,Wed ,10:00
40311,NUR 460,Katie Hooven,Mon ,12:00
40324,NUR 460,Katie Hooven,Mon ,10:00
40330,NUR 460,Sharen Clugston,Tues ,17:00
40356,PBH 220,Danielle Cooper,Thurs ,17:30
40352,PBH 240,Carolina Marques-Borges,Tues Fri,09:30
40371,PBH 240,Carolina Marques-Borges,Tues Fri,11:00
40381,PBH 240,Lisa Gulla,Wed ,17:30
40382,PBH 300,Joshua Ardise,Mon ,17:00
40382,PBH 300,Sharon Byrne,Mon ,17:00
40350,PBH 375,Marina Celly Martins RDe Souza,Tues Fri,12:30
40351,PBH 375,Marina Celly Martins RDe Souza,Tues Fri,14:00
40353,PBH 376,Natasha Patterson,Mon Thurs ,09:30
40354,PBH 376,Natasha Patterson,Mon Thurs ,12:30
40370,PBH 379,Virginia Wheatley,Thurs ,17:30
40369,PBH 401,Theresa Soya,Tues ,17:30
40347,PBH 405,Livia Lazzaro,Tues ,20:30
40347,PBH 405,Natasha Patterson,Tues ,20:30
40347,PBH 405,Brenda Seals,Tues ,20:30
42103,PHY 103,Gary Pajer,Mon Wed ,19:30
42104,PHY 103,Gary Pajer,Mon ,17:30
42105,PHY 103,Gary Pajer,Wed ,17:30
42106,PHY 103,Sarbmeet Kanwal,Tues Fri,09:30
42107,PHY 103,Sarbmeet Kanwal,Tues ,11:00
42108,PHY 120,Shannon Graham,Mon Thurs ,09:30
42109,PHY 120,Shannon Graham,Mon ,11:00
42110,PHY 120,Shannon Graham,Thurs ,11:00
42111,PHY 120,Steven Spayd,Tues Thurs ,17:30
42112,PHY 120,Steven Spayd,Tues ,19:00
42113,PHY 120,Steven Spayd,Thurs ,19:00
42114,PHY 120,Pierre Lacombe,Mon Wed ,17:30
42115,PHY 120,Pierre Lacombe,Mon ,19:00
42116,PHY 120,Pierre Lacombe,Wed ,19:00
42117,PHY 162,Lauranne Lanz,Mon Thurs ,14:00
42118,PHY 162,Lauranne Lanz,Mon ,15:30
42119,PHY 162,Lauranne Lanz,Thurs ,15:30
42120,PHY 163,Wad Thulsi Wickramasinghe,Mon Thurs ,08:00
42121,PHY 163,Wad Thulsi Wickramasinghe,Mon ,09:30
42122,PHY 163,Wad Thulsi Wickramasinghe,Thurs ,09:30
42123,PHY 171,Nathan Magee,Tues Fri,11:00
42124,PHY 171,Nathan Magee,Tues ,13:30
42126,PHY 201,Michael Kalb,Mon Thurs ,11:00
42127,PHY 201,Michael Kalb,Mon ,12:30
42128,PHY 201,Michael Kalb,Thurs ,12:30
42129,PHY 201,Kushal Shrestha,Tues Thurs ,19:30
42130,PHY 201,Kushal Shrestha,Tues ,17:30
42131,PHY 201,Kushal Shrestha,Thurs ,17:30
42132,PHY 201,Nicholas Nesh,Tues Fri,15:30
42133,PHY 201,Nicholas Nesh,Tues ,13:30
42134,PHY 201,Nicholas Nesh,Fri,13:30
42150,PHY 202,Nicholas Nesh,Tues Fri,09:30
42151,PHY 202,Nicholas Nesh,Tues ,11:30
42152,PHY 202,Nicholas Nesh,Fri,11:30
42153,PHY 202,Oscar Ochoa,Mon Thurs ,11:00
42154,PHY 202,Oscar Ochoa,Mon ,12:30
42155,PHY 202,Oscar Ochoa,Thurs ,12:30
42156,PHY 202,Vadim Troychansky,Tues Thurs ,17:30
42157,PHY 202,Vadim Troychansky,Tues ,19:00
42158,PHY 202,Vadim Troychansky,Thurs ,19:00
42159,PHY 202,Joseph Ward,Mon Thurs ,14:00
42160,PHY 202,Joseph Ward,Thurs ,15:30
42161,PHY 202,Joseph Ward,Mon ,15:30
42162,PHY 202,Teymour Darkhosh,Mon Wed ,17:30
42163,PHY 202,Teymour Darkhosh,Mon ,19:00
42164,PHY 202,Teymour Darkhosh,Wed ,19:00
42172,PHY 204,Angela Capece,Tues Fri,11:00
42173,PHY 204,Angela Capece,Tues ,08:00
42174,PHY 220,Shannon Graham,Tues Fri,14:00
42175,PHY 220,Shannon Graham,Tues ,15:30
42176,PHY 299,Angela Capece,Wed ,11:00
42177,PHY 336,Anh Tuan Nguyen,Tues Fri,09:30
42178,PHY 356,Anh Tuan Nguyen,Mon Thurs ,09:30
42179,PHY 390,Alan Richards,Tues ,17:30
42180,PHY 401,Oscar Ochoa,Mon Thurs ,15:30
42181,PHY 422,Wad Thulsi Wickramasinghe,Mon Thurs ,12:30
42182,PHY 451,David Mcgee,Mon ,09:00
42183,PHY 451,David Mcgee,Thurs ,09:00
41925,SCI  99,Laurel Leonard,Wed ,11:00
41929,STA 115,Eric HWasserman,Mon Wed ,19:30
41930,STA 115,Laird Ottman,Tues Thurs ,19:00
41931,STA 115,Deoki Sharma,Mon Thurs ,09:30
41932,STA 115,Deoki Sharma,Mon Thurs ,12:30
41933,STA 115,George Pangalos,Mon Wed ,18:00
41939,STA 115,George Pangalos,Mon Wed ,19:30
41941,STA 115,Mark Angelo,Tues Thurs ,17:30
41942,STA 115,Mark Angelo,Tues Thurs ,19:00
41943,STA 115,Stacye Chen,Tues Fri,09:30
41944,STA 115,Stacye Chen,Tues Fri,11:00
42359,STA 115,Laird Ottman,Tues Thurs ,17:30
41936,STA 215,Sharon Navard,Tues Fri,09:30
41937,STA 215,Sharon Navard,Tues Fri,11:00
41938,STA 215,Gregory Stock,Tues Fri,14:00
41934,STA 215,Gregory Stock,Mon Thurs ,14:00
41935,STA 215,Gregory Stock,Mon Thurs ,15:30
42362,STA 306,Gregory Stock,Tues Fri,11:00
42363,STA 307,Michael Ochs,Mon Thurs ,14:00
42361,STA 410,Sharon Navard,Tues Fri,14:00
42360,STA 498,Michael Ochs,Mon Thurs ,11:00
41649,TED 380,James Mulligan,Mon ,17:30
41650,TED 460,Melissa Zrada,Mon Thurs ,09:30
41651,TED 460,Melissa Zrada,Wed ,09:00
41652,TED 480,Tanner Huffman,Tues Fri,09:30
41660,TST 161,Norman Asper,Tues Fri,09:30
41659,TST 161,Norman Asper,Tues Fri,11:00
41655,TST 161,Tanner Huffman,Tues Fri,14:00
41658,TST 161,Melissa Zrada,Mon Thurs ,12:30
41657,TST 161,Thomas Jennings,Mon ,17:30
41656,TST 161,Tara Dec,Tues ,17:30
41661,TST 161,Christopher Anderson,Thurs ,17:30
41662,TST 161,Christopher Anderson,Wed ,17:30
